window_id,window_start,window_end,date,day_name,window_index,flow_count,packet_rate,byte_rate,mean_flow_duration,std_flow_duration,short_flow_ratio,mean_packet_size,packet_length_variability,fwd_bwd_packet_ratio,unique_dst_ports,unique_dst_ips,tcp_flow_ratio,syn_packet_ratio,is_attack_window,attack_category,attack_categories_present
20170706_1359,2017-07-06 13:59:00,2017-07-06 13:59:59,2017-07-06,Thursday,0,6,5.9,846.7166666666667,67809470.66666667,56749496.66235336,0.3333333333333333,143.51129943502823,170.5016256874127,3.6710526315789473,5,4,0.5,0.005649717514124294,0,BENIGN,BENIGN
20170706_1400,2017-07-06 14:00:00,2017-07-06 14:00:59,2017-07-06,Thursday,1,230,41.53333333333333,5691.75,7951867.317391304,25180542.96921009,0.8782608695652174,137.04052969502408,75.26215049971954,2.159695817490494,10,18,0.06956521739130435,0.025682182985553772,0,BENIGN,BENIGN
20170706_1401,2017-07-06 14:01:00,2017-07-06 14:01:59,2017-07-06,Thursday,2,425,272.98333333333335,183665.05,13165057.152941177,29771249.87539001,0.7458823529411764,672.8068258135418,196.44082715674017,1.055980921300364,25,53,0.35294117647058826,0.03089321692411014,0,BENIGN,BENIGN
20170706_1402,2017-07-06 14:02:00,2017-07-06 14:02:59,2017-07-06,Thursday,3,160,22.7,4924.583333333333,4884837.70625,18915650.056226727,0.9125,216.94199706314242,140.76563439417214,1.1296875,12,10,0.1625,0.05873715124816446,0,BENIGN,BENIGN
20170706_1403,2017-07-06 14:03:00,2017-07-06 14:03:59,2017-07-06,Thursday,4,469,187.03333333333333,122316.46666666666,21348384.618336886,38501322.501420096,0.6716417910447762,653.9821778649082,200.3674952340905,0.8951367781155015,13,89,0.3411513859275053,0.03109962573516307,0,BENIGN,BENIGN
20170706_1404,2017-07-06 14:04:00,2017-07-06 14:04:59,2017-07-06,Thursday,5,431,213.86666666666667,132703.1,15461500.141531322,34739426.33156115,0.777262180974478,620.4945448877805,134.1719608338336,1.1359853528628496,15,63,0.20417633410672853,0.016599127182044888,0,BENIGN,BENIGN
20170706_1405,2017-07-06 14:05:00,2017-07-06 14:05:59,2017-07-06,Thursday,6,441,554.3833333333333,562245.2166666667,18849956.893424038,34559013.7264581,0.655328798185941,1014.1813125695217,189.09679479046397,0.8324243926623699,20,80,0.3356009070294785,0.009860806301295735,0,BENIGN,BENIGN
20170706_1406,2017-07-06 14:06:00,2017-07-06 14:06:59,2017-07-06,Thursday,7,329,237.28333333333333,196558.56666666668,29905417.936170213,43560867.391956106,0.541033434650456,828.3707241694177,263.60485598196146,0.9222357229647631,16,88,0.44072948328267475,0.019034909039825805,0,BENIGN,BENIGN
20170706_1407,2017-07-06 14:07:00,2017-07-06 14:07:59,2017-07-06,Thursday,8,286,140.31666666666666,96919.88333333333,32271712.307692308,43456934.50555586,0.5244755244755245,690.7225323672645,161.39935362063136,0.9613324015839739,12,67,0.32167832167832167,0.018291958664924574,0,BENIGN,BENIGN
20170706_1408,2017-07-06 14:08:00,2017-07-06 14:08:59,2017-07-06,Thursday,9,1653,349.56666666666666,118468.3,17055196.043557167,37125490.02719514,0.6944948578342408,338.90044817392965,141.33900737858522,0.9999046529366895,17,185,0.2970356926799758,0.04891770763802804,0,BENIGN,BENIGN
20170706_1409,2017-07-06 14:09:00,2017-07-06 14:09:59,2017-07-06,Thursday,10,397,6876.216666666666,8572923.416666666,25052137.569269523,40619739.66174503,0.6171284634760705,1246.7500418107825,184.9015593398245,0.7561197778108839,15,81,0.27455919395465994,0.0005380865931604831,0,BENIGN,BENIGN
20170706_1410,2017-07-06 14:10:00,2017-07-06 14:10:59,2017-07-06,Thursday,11,884,369.81666666666666,278087.75,21155986.984162897,41141815.40096767,0.6719457013574661,751.9611068547479,121.77557966600271,0.8803491229556817,17,138,0.31108597285067874,0.020685925458560548,0,BENIGN,BENIGN
20170706_1411,2017-07-06 14:11:00,2017-07-06 14:11:59,2017-07-06,Thursday,12,699,8192.383333333333,10301745.733333332,19493959.60658083,37885166.04399793,0.703862660944206,1257.4784789936994,157.11960502510019,0.7535728300809817,18,133,0.25178826895565093,0.0007059402737908993,0,BENIGN,BENIGN
20170706_1412,2017-07-06 14:12:00,2017-07-06 14:12:59,2017-07-06,Thursday,13,900,209.95,97435.8,18672925.23888889,39138206.53182772,0.7233333333333334,464.0904977375566,111.02272728984524,0.9134264884568651,19,119,0.2833333333333333,0.03627847900293721,0,BENIGN,BENIGN
20170706_1413,2017-07-06 14:13:00,2017-07-06 14:13:59,2017-07-06,Thursday,14,341,8007.733333333334,9947718.616666667,19685966.184750732,38126623.41892722,0.6920821114369502,1242.2639719104866,160.56352666681082,0.7436518103726715,14,64,0.30498533724340177,0.0004516467414832329,0,BENIGN,BENIGN
20170706_1414,2017-07-06 14:14:00,2017-07-06 14:14:59,2017-07-06,Thursday,15,1905,526.9333333333333,294213.2833333333,16796731.844619423,36751070.72562648,0.7191601049868767,558.3501075404859,138.6553581188067,0.9781642995682913,12,236,0.2692913385826772,0.03197747975708502,0,BENIGN,BENIGN
20170706_1415,2017-07-06 14:15:00,2017-07-06 14:15:59,2017-07-06,Thursday,16,536,7955.633333333333,9793710.216666667,16592071.776119404,35411980.96394531,0.6194029850746269,1231.040924879226,222.11887626437328,0.7428637150305606,11,101,0.44216417910447764,0.0009469181167223225,1,Brute Force,Brute Force
20170706_1416,2017-07-06 14:16:00,2017-07-06 14:16:59,2017-07-06,Thursday,17,768,115.75,17620.433333333334,17697841.626302082,36734638.88838706,0.69140625,152.22836573074153,93.92445113859965,1.0978556327393536,10,121,0.2682291666666667,0.052699784017278616,1,Brute Force,Brute Force
20170706_1417,2017-07-06 14:17:00,2017-07-06 14:17:59,2017-07-06,Thursday,18,658,7011.483333333334,8557758.683333334,18367798.537993923,38451493.9817353,0.6960486322188449,1220.5346966523964,161.88965141255264,0.7353265106609412,17,119,0.2917933130699088,0.0008081979799804606,0,BENIGN,BENIGN
20170706_1418,2017-07-06 14:18:00,2017-07-06 14:18:59,2017-07-06,Thursday,19,1083,1014.9,1008819.7333333333,22463838.76823638,40745839.217916705,0.6241920590951062,994.008999244589,156.43847181254444,0.6844157999557424,9,190,0.3425669436749769,0.011281899694551187,1,Brute Force,Brute Force
